,loc,sitemap,etag,sitemap_last_modified,sitemap_size_mb,download_date
0,https://www.directv.com/city/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
1,https://www.directv.com/city/aberdeen-sd/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
2,https://www.directv.com/city/abilene-tx/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
3,https://www.directv.com/city/acworth-ga/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
4,https://www.directv.com/city/ada-ok/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
5,https://www.directv.com/city/addison-il/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
6,https://www.directv.com/city/adelanto-ca/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
7,https://www.directv.com/city/adrian-mi/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
8,https://www.directv.com/city/agawam-ma/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
9,https://www.directv.com/city/agoura-hills-ca/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
10,https://www.directv.com/city/aiken-sc/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
11,https://www.directv.com/city/akron-oh/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
12,https://www.directv.com/city/alabaster-al/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
13,https://www.directv.com/city/alameda-ca/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
14,https://www.directv.com/city/alamogordo-nm/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
15,https://www.directv.com/city/alamo-tx/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
16,https://www.directv.com/city/albany-ga/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
17,https://www.directv.com/city/albany-ny/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
18,https://www.directv.com/city/albany-or/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
19,https://www.directv.com/city/albert-lea-mn/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
20,https://www.directv.com/city/albertville-al/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
21,https://www.directv.com/city/albuquerque-nm/,https://www.directv.com/city/citysitemap.xml,2043f-5b10ab8220c18,2020-10-07 01:34:40+00:00,0.1260366439819336,2021-04-11 21:43:55.186488+00:00
